protein_id,gene_symbol,taxon_id,taxon_label,term_id,term_label,term_description,term_ontology,evidence_type,negated,original_reference_id,original_reference_title,supporting_entities,extensions,review_summary,review_action,review_reason,review_supporting_text,review_proposed_replacement_terms,review_additional_reference_ids
P42224,STAT1,NCBITaxon:9606,Homo sapiens,GO:0005515,protein binding,,,IPI,,PMID:8662591,Differential activation of acute phase response factor/STAT3 and STAT1 via the cytoplasmic domain of the interleukin 6 signal transducer gp130. I. Definition of a novel phosphotyrosine motif mediating STAT1 activation.,,,Differential STAT3/STAT1 activation via gp130 cytoplasmic domain. Shows STAT1 receptor interactions but generic term lacks functional specificity.,MARK_AS_OVER_ANNOTATED,,,,
P42224,STAT1,NCBITaxon:9606,Homo sapiens,GO:0005515,protein binding,,,IPI,,PMID:9121453,Functional subdomains of STAT2 required for preassociation with the alpha interferon receptor and for signaling.,,,STAT2 functional subdomains for IFN-α receptor interaction and signaling. Shows STAT1-STAT2 heterodimerization but generic term lacks specificity.,MARK_AS_OVER_ANNOTATED,,,,
P42224,STAT1,NCBITaxon:9606,Homo sapiens,GO:0005515,protein binding,,,IPI,,PMID:9881977,Direct suppression of Stat1 function during adenoviral infection.,,,Adenoviral suppression of STAT1 function. Pathogen-host interaction where generic protein binding lacks mechanistic detail.,MARK_AS_OVER_ANNOTATED,,,,
P42224,STAT1,NCBITaxon:9606,Homo sapiens,GO:0042802,identical protein binding,,,IPI,,PMID:8605877,The SH2 domains of Stat1 and Stat2 mediate multiple interactions in the transduction of IFN-alpha signals.,,,PMID:8605877 demonstrates STAT1 SH2 domain-mediated homodimerization essential for IFN-α signaling. This is a core molecular function of STAT1 - formation of homodimers through reciprocal SH2-phosphotyrosine interactions.,ACCEPT,,,,
P42224,STAT1,NCBITaxon:9606,Homo sapiens,GO:0042802,identical protein binding,,,IPI,,PMID:9630226,Crystal structure of a tyrosine phosphorylated STAT-1 dimer bound to DNA.,,,"Crystal structure paper showing STAT1 dimer bound to DNA. This provides direct structural evidence for STAT1 homodimerization, which is essential for its transcriptional function.",ACCEPT,,,,
P42224,STAT1,NCBITaxon:9606,Homo sapiens,GO:0031730,CCR5 chemokine receptor binding,,,IEA,,GO_REF:0000107,Automatic transfer of experimentally verified manual GO annotation data to orthologs using Ensembl Compara.,,,"This is a very specific interaction that is not part of STAT1's core function. STAT1 primarily functions in interferon signaling, not chemokine receptor binding. This appears to be an erroneous computational annotation.",REMOVE,,,,
P42224,STAT1,NCBITaxon:9606,Homo sapiens,GO:0043565,sequence-specific DNA binding,,,IEA,,GO_REF:0000107,Automatic transfer of experimentally verified manual GO annotation data to orthologs using Ensembl Compara.,,,"STAT1 binds sequence-specifically to GAS elements and ISRE sequences. This is a core molecular function, though the more specific RNA polymerase II terms are preferable.",ACCEPT,,,,
P42224,STAT1,NCBITaxon:9606,Homo sapiens,GO:0051721,protein phosphatase 2A binding,,,IEA,,GO_REF:0000107,Automatic transfer of experimentally verified manual GO annotation data to orthologs using Ensembl Compara.,,,"While STAT1 may interact with phosphatases for dephosphorylation, PP2A is not a well-established specific regulator of STAT1. This IEA annotation lacks experimental support for a functionally relevant interaction.",REMOVE,,,,
P42224,STAT1,NCBITaxon:9606,Homo sapiens,GO:0071345,cellular response to cytokine stimulus,,,IEA,,GO_REF:0000107,Automatic transfer of experimentally verified manual GO annotation data to orthologs using Ensembl Compara.,,,"This is a core biological process for STAT1. STAT1 mediates cellular responses to multiple cytokines including interferons, IL-6, and others. This is well-supported by extensive literature.",ACCEPT,,,,
P42224,STAT1,NCBITaxon:9606,Homo sapiens,GO:0000981,"DNA-binding transcription factor activity, RNA polymerase II-specific",,,IDA,,PMID:32209697,Noncanonical STAT1 phosphorylation expands its transcriptional activity into promoting LPS-induced IL-6 and IL-12p40 production.,,,Study shows noncanonical STAT1 phosphorylation expanding transcriptional activity to include LPS-induced IL-6 and IL-12p40 production. Strong experimental evidence (IDA) for STAT1's core transcriptional function.,ACCEPT,,,,
P42224,STAT1,NCBITaxon:9606,Homo sapiens,GO:0000981,"DNA-binding transcription factor activity, RNA polymerase II-specific",,,IDA,,PMID:11972023,Requirement of Ca2+ and CaMKII for Stat1 Ser-727 phosphorylation in response to IFN-gamma.,,,Requirement of Ca2+ and CaMKII for STAT1 Ser-727 phosphorylation in IFN-γ response. Demonstrates STAT1's transcriptional activation function with experimental evidence.,ACCEPT,,,,
P42224,STAT1,NCBITaxon:9606,Homo sapiens,GO:0000981,"DNA-binding transcription factor activity, RNA polymerase II-specific",,,IDA,,PMID:28753426,Methyltransferase SETD2-Mediated Methylation of STAT1 Is Critical for Interferon Antiviral Activity.,,,SETD2-mediated methylation of STAT1 critical for interferon antiviral activity. Strong experimental evidence for STAT1's transcription factor function.,ACCEPT,,,,
P42224,STAT1,NCBITaxon:9606,Homo sapiens,GO:0046427,positive regulation of receptor signaling pathway via JAK-STAT,,,IDA,,PMID:16257975,The conserved Leu-724 residue is required for both serine phosphorylation and co-activator recruitment for Stat1-mediated transcription activation in response to interferon-gamma.,,,Study shows conserved Leu-724 required for STAT1 serine phosphorylation and coactivator recruitment for IFN-γ mediated transcription. This accurately reflects STAT1's role in promoting JAK-STAT pathway signaling.,ACCEPT,,,,
P42224,STAT1,NCBITaxon:9606,Homo sapiens,GO:0003700,DNA-binding transcription factor activity,,,IDA,,PMID:9535918,Heteromerization of the gammac chain with the interleukin-9 receptor alpha subunit leads to STAT activation and prevention of apoptosis.,,,"IL-9 receptor leads to STAT activation and apoptosis prevention. While this shows STAT1's transcriptional activity, the more specific RNA polymerase II term is preferable for precision.",ACCEPT,,,,
P42224,STAT1,NCBITaxon:9606,Homo sapiens,GO:0000977,RNA polymerase II transcription regulatory region sequence-specific DNA binding,,,IDA,,PMID:22002246,A novel disrupter of telomere silencing 1-like (DOT1L) interaction is required for signal transducer and activator of transcription 1 (STAT1)-activated gene expression.,,,"DOT1L interaction required for STAT1-activated gene expression. This demonstrates STAT1's sequence-specific binding to regulatory regions, which is a core molecular function.",ACCEPT,,,,
P42224,STAT1,NCBITaxon:9606,Homo sapiens,GO:0001223,transcription coactivator binding,,,IPI,,PMID:22002246,A novel disrupter of telomere silencing 1-like (DOT1L) interaction is required for signal transducer and activator of transcription 1 (STAT1)-activated gene expression.,,,"STAT1 interaction with DOT1L coactivator for gene expression. This reflects STAT1's ability to recruit transcriptional machinery, which is essential for its transcriptional activation function.",ACCEPT,,,,
P42224,STAT1,NCBITaxon:9606,Homo sapiens,GO:0001222,transcription corepressor binding,,,IPI,,PMID:23386060,hCAF1/CNOT7 regulates interferon signalling by targeting STAT1.,,,"hCAF1/CNOT7 regulates interferon signaling by targeting STAT1. While STAT1 may interact with corepressors as part of regulatory mechanisms, this is not a core function and may represent context-specific regulation.",KEEP_AS_NON_CORE,,,,
P42224,STAT1,NCBITaxon:9606,Homo sapiens,GO:0000981,"DNA-binding transcription factor activity, RNA polymerase II-specific",,,ISA,,GO_REF:0000113,Gene Ontology annotation of human sequence-specific DNA binding transcription factors (DbTFs) based on the TFClass database,,,"Annotation based on sequence similarity to known transcription factors. While ISA evidence is less strong than experimental evidence, this accurately reflects STAT1's core function.",ACCEPT,,,,
P42224,STAT1,NCBITaxon:9606,Homo sapiens,GO:0000979,RNA polymerase II core promoter sequence-specific DNA binding,,,IDA,,PMID:23386060,hCAF1/CNOT7 regulates interferon signalling by targeting STAT1.,,,"hCAF1/CNOT7 regulation of STAT1 interferon signaling. While STAT1 can bind core promoter regions, it more commonly binds to enhancer regions (GAS elements). This may be context-specific.",KEEP_AS_NON_CORE,,,,
P42224,STAT1,NCBITaxon:9606,Homo sapiens,GO:0045296,cadherin binding,,,HDA,,PMID:25468996,E-cadherin interactome complexity and robustness resolved by quantitative proteomics.,,,"E-cadherin interactome study using high-throughput methods. Cadherin binding is not a known or relevant function of STAT1, which is a cytokine-responsive transcription factor. This appears to be a false positive from proteomic screening.",REMOVE,,,,
P42224,STAT1,NCBITaxon:9606,Homo sapiens,GO:0000978,RNA polymerase II cis-regulatory region sequence-specific DNA binding,,,IDA,,PMID:21268089,"Molecular mechanisms underlying the inhibition of IFN-γ-induced, STAT1-mediated gene transcription in human macrophages by simvastatin and agonists of PPARs and LXRs.",,,"STAT1-mediated gene transcription inhibition by simvastatin and PPAR/LXR agonists. This demonstrates STAT1's binding to cis-regulatory elements, which is a core function.",ACCEPT,,,,
P42224,STAT1,NCBITaxon:9606,Homo sapiens,GO:0000981,"DNA-binding transcription factor activity, RNA polymerase II-specific",,,IDA,,PMID:21268089,"Molecular mechanisms underlying the inhibition of IFN-γ-induced, STAT1-mediated gene transcription in human macrophages by simvastatin and agonists of PPARs and LXRs.",,,Another duplicate of STAT1's core transcription factor function with strong experimental evidence. Consistent with previous assessments.,ACCEPT,,,,
P42224,STAT1,NCBITaxon:9606,Homo sapiens,GO:0005515,protein binding,,,IPI,,PMID:26479788,PARP9-DTX3L ubiquitin ligase targets host histone H2BJ and viral 3C protease to enhance interferon signaling and control viral infection.,,,"PARP9-DTX3L targeting histone H2BJ and viral protease to enhance interferon signaling. While this shows STAT1 in regulatory complexes, generic protein binding lacks functional specificity.",MARK_AS_OVER_ANNOTATED,,,,
P42224,STAT1,NCBITaxon:9606,Homo sapiens,GO:0005634,nucleus,,,IDA,,PMID:26479788,PARP9-DTX3L ubiquitin ligase targets host histone H2BJ and viral 3C protease to enhance interferon signaling and control viral infection.,,,STAT1 translocates to the nucleus upon activation where it functions as a transcription factor. Nuclear localization is a key aspect of STAT1's function cycle.,ACCEPT,,,,
P42224,STAT1,NCBITaxon:9606,Homo sapiens,GO:0019899,enzyme binding,,,IPI,,PMID:26479788,PARP9-DTX3L ubiquitin ligase targets host histone H2BJ and viral 3C protease to enhance interferon signaling and control viral infection.,,,"STAT1 interactions with various enzymes (kinases, phosphatases, methyltransferases) are critical for its regulation. This is more informative than generic protein binding but still quite broad.",ACCEPT,,,,
P42224,STAT1,NCBITaxon:9606,Homo sapiens,GO:0035035,histone acetyltransferase binding,,,IPI,,PMID:26479788,PARP9-DTX3L ubiquitin ligase targets host histone H2BJ and viral 3C protease to enhance interferon signaling and control viral infection.,,,STAT1 interacts with histone-modifying enzymes as part of transcriptional activation complexes. This reflects STAT1's role in chromatin regulation during gene activation.,ACCEPT,,,,
P42224,STAT1,NCBITaxon:9606,Homo sapiens,GO:0042393,histone binding,,,IPI,,PMID:26479788,PARP9-DTX3L ubiquitin ligase targets host histone H2BJ and viral 3C protease to enhance interferon signaling and control viral infection.,,,"STAT1's interaction with histones is part of its transcriptional regulatory function, involving chromatin remodeling at target genes. This is a relevant molecular function.",ACCEPT,,,,
P42224,STAT1,NCBITaxon:9606,Homo sapiens,GO:0044389,ubiquitin-like protein ligase binding,,,IPI,,PMID:26479788,PARP9-DTX3L ubiquitin ligase targets host histone H2BJ and viral 3C protease to enhance interferon signaling and control viral infection.,,,STAT1 regulation involves ubiquitin-like modifications and interactions with ligases for protein stability and localization control. This is a relevant regulatory mechanism.,ACCEPT,,,,
P42224,STAT1,NCBITaxon:9606,Homo sapiens,GO:0000979,RNA polymerase II core promoter sequence-specific DNA binding,,,IDA,,PMID:28753426,Methyltransferase SETD2-Mediated Methylation of STAT1 Is Critical for Interferon Antiviral Activity.,,,"SETD2 methylation study showing STAT1 binding to core promoter regions. While STAT1 primarily binds enhancer regions, it can also bind promoter regions depending on gene context.",KEEP_AS_NON_CORE,,,,
P42224,STAT1,NCBITaxon:9606,Homo sapiens,GO:0005515,protein binding,,,IPI,,PMID:28753426,Methyltransferase SETD2-Mediated Methylation of STAT1 Is Critical for Interferon Antiviral Activity.,,,"SETD2 methyltransferase interaction with STAT1. While this is a functionally important interaction for STAT1 regulation, the generic protein binding term lacks specificity.",MARK_AS_OVER_ANNOTATED,,,,
P42224,STAT1,NCBITaxon:9606,Homo sapiens,GO:0042803,protein homodimerization activity,,,IDA,,PMID:28753426,Methyltransferase SETD2-Mediated Methylation of STAT1 Is Critical for Interferon Antiviral Activity.,,,"Demonstrates STAT1 homodimerization essential for transcriptional function. This is a more specific and accurate term than ""identical protein binding"" for describing STAT1's dimerization.",ACCEPT,,,,
P42224,STAT1,NCBITaxon:9606,Homo sapiens,GO:0003700,DNA-binding transcription factor activity,,,IDA,,PMID:23386060,hCAF1/CNOT7 regulates interferon signalling by targeting STAT1.,,,"hCAF1/CNOT7 regulation of STAT1. Strong experimental evidence for STAT1's transcriptional function, though RNA polymerase II-specific terms are more precise.",ACCEPT,,,,
P42224,STAT1,NCBITaxon:9606,Homo sapiens,GO:0000978,RNA polymerase II cis-regulatory region sequence-specific DNA binding,,,IDA,,PMID:18035482,Regulation of XAF1 expression in human colon cancer cell by interferon beta: activation by the transcription regulator STAT1.,,,"STAT1 regulation of XAF1 expression in colon cancer cells by IFN-β. Demonstrates STAT1's sequence-specific binding to regulatory regions, which is a core function.",ACCEPT,,,,
P42224,STAT1,NCBITaxon:9606,Homo sapiens,GO:0005515,protein binding,,,IPI,,PMID:12867595,The cell death regulator GRIM-19 is an inhibitor of signal transducer and activator of transcription 3.,,,"GRIM-19 as inhibitor of STAT3, may also interact with STAT1. Generic protein binding term lacks functional specificity.",MARK_AS_OVER_ANNOTATED,,,,
P42224,STAT1,NCBITaxon:9606,Homo sapiens,GO:0043542,endothelial cell migration,,,IMP,,PMID:16585190,Signal transducer and activator of transcription 1 activation in endothelial cells is a negative regulator of angiogenesis.,,,"STAT1 as negative regulator of angiogenesis affecting endothelial cell migration. This is a downstream biological process effect rather than a core STAT1 function, and represents context-specific activity.",KEEP_AS_NON_CORE,,,,
P42224,STAT1,NCBITaxon:9606,Homo sapiens,GO:0003700,DNA-binding transcription factor activity,,,IDA,,PMID:10973496,Nucleocytoplasmic translocation of Stat1 is regulated by a leucine-rich export signal in the coiled-coil domain.,,,Nucleocytoplasmic translocation of STAT1 regulated by leucine-rich export signal. Strong experimental evidence for STAT1's transcriptional function.,ACCEPT,,,,
P42224,STAT1,NCBITaxon:9606,Homo sapiens,GO:0005164,tumor necrosis factor receptor binding,,,IPI,,PMID:10848577,Stat1 as a component of tumor necrosis factor alpha receptor 1-TRADD signaling complex to inhibit NF-kappaB activation.,,,"STAT1 as component of TNFR1-TRADD signaling complex to inhibit NF-κB. While this shows STAT1 in TNF signaling context, this is not a core function compared to interferon signaling.",KEEP_AS_NON_CORE,,,,
P42224,STAT1,NCBITaxon:9606,Homo sapiens,GO:0005515,protein binding,,,IPI,,PMID:10848577,Stat1 as a component of tumor necrosis factor alpha receptor 1-TRADD signaling complex to inhibit NF-kappaB activation.,,,STAT1-TNFR interaction. Generic protein binding lacks functional specificity for this cross-pathway interaction.,MARK_AS_OVER_ANNOTATED,,,,
P42224,STAT1,NCBITaxon:9606,Homo sapiens,GO:0003690,double-stranded DNA binding,,,IDA,,PMID:9630226,Crystal structure of a tyrosine phosphorylated STAT-1 dimer bound to DNA.,,,"Crystal structure of STAT1 dimer bound to DNA shows double-stranded DNA binding. While accurate, the sequence-specific DNA binding terms are more informative for STAT1's function.",ACCEPT,,,,
P42224,STAT1,NCBITaxon:9606,Homo sapiens,GO:0042803,protein homodimerization activity,,,IDA,,PMID:9630226,Crystal structure of a tyrosine phosphorylated STAT-1 dimer bound to DNA.,,,Crystal structure provides definitive evidence for STAT1 homodimerization through reciprocal SH2-phosphotyrosine interactions. This is a core molecular function.,ACCEPT,,,,
P42224,STAT1,NCBITaxon:9606,Homo sapiens,GO:0005515,protein binding,,,IPI,,PMID:16531398,Tid1 isoforms are mitochondrial DnaJ-like chaperones with unique carboxyl termini that determine cytosolic fate.,,,Tid1 isoforms as mitochondrial DnaJ-like chaperones interacting with STAT1. Generic protein binding lacks functional context for this chaperone interaction.,MARK_AS_OVER_ANNOTATED,,,,
P42224,STAT1,NCBITaxon:9606,Homo sapiens,GO:0005515,protein binding,,,IPI,,PMID:16306601,Respiratory syncytial virus-inducible BCL-3 expression antagonizes the STAT/IRF and NF-kappaB signaling pathways by inducing histone deacetylase 1 recruitment to the interleukin-8 promoter.,,,"RSV-inducible BCL-3 antagonizing STAT/IRF and NF-κB signaling. Pathogen-mediated interference with STAT1 signaling, but generic term lacks specificity.",MARK_AS_OVER_ANNOTATED,,,,
Q88JH0,pedH,NCBITaxon:160488,Pseudomonas putida KT2440,GO:0005509,calcium ion binding,,,IEA,,GO_REF:0000120,Combined Automated Annotation using Multiple IEA Methods.,,,"Incorrect annotation. PedH is lanthanide-dependent, not calcium-dependent. This annotation likely arose from sequence similarity to other PQQ dehydrogenases. PedH requires La3+, Ce3+, Pr3+, Nd3+, Sm3+ etc. for activity, but not Ca2+.",REMOVE,,,,
Q88JH0,pedH,NCBITaxon:160488,Pseudomonas putida KT2440,GO:0016020,membrane,,,IEA,,GO_REF:0000002,Gene Ontology annotation through association of InterPro records with GO terms.,,,"Too vague and potentially misleading. PedH is a periplasmic protein, not membrane-associated. While it has a signal peptide for periplasmic targeting, it is a soluble enzyme in the periplasm, not membrane-bound.",REMOVE,,,,
Q88JH0,pedH,NCBITaxon:160488,Pseudomonas putida KT2440,GO:0016614,"oxidoreductase activity, acting on CH-OH group of donors",,,IEA,,GO_REF:0000002,Gene Ontology annotation through association of InterPro records with GO terms.,,,Accurate but too general. This correctly describes the broad enzymatic activity but lacks specificity about the PQQ-dependence and cytochrome c as electron acceptor. The more specific term GO:0052934 is present and preferred.,KEEP_AS_NON_CORE,,,,
Q88JH0,pedH,NCBITaxon:160488,Pseudomonas putida KT2440,GO:0030288,outer membrane-bounded periplasmic space,,,IEA,,GO_REF:0000002,Gene Ontology annotation through association of InterPro records with GO terms.,,,Correct but overly specific. This is accurate for the periplasmic localization but the simpler GO:0042597 periplasmic space is also present and more commonly used. Both are correct but GO:0042597 is preferred for simplicity.,KEEP_AS_NON_CORE,,,,
Q88JH0,pedH,NCBITaxon:160488,Pseudomonas putida KT2440,GO:0016491,oxidoreductase activity,,,IEA,,GO_REF:0000120,Combined Automated Annotation using Multiple IEA Methods.,,,"Too general and uninformative. While technically correct, this term provides no specific functional information. The more specific terms GO:0052934 and GO:0016614 are present and much more informative.",REMOVE,,,,
Q88JH0,pedH,NCBITaxon:160488,Pseudomonas putida KT2440,GO:0020037,heme binding,,,IEA,,GO_REF:0000117,Electronic Gene Ontology annotations created by ARBA machine learning models,,,"Incorrect annotation. PedH does not bind heme directly. It uses cytochrome c550 as an external electron acceptor, but PedH itself is not a heme-containing protein. This annotation likely arose from automated inference errors.",REMOVE,,,,
Q88JH0,pedH,NCBITaxon:160488,Pseudomonas putida KT2440,GO:0042597,periplasmic space,,,IEA,,GO_REF:0000120,Combined Automated Annotation using Multiple IEA Methods.,,,Correct and well-supported. PedH has a signal peptide and is localized to the periplasm where it functions in alcohol oxidation. This is a core cellular component annotation.,ACCEPT,,,,
Q88JH0,pedH,NCBITaxon:160488,Pseudomonas putida KT2440,GO:0046872,metal ion binding,,,IEA,,GO_REF:0000043,Gene Ontology annotation based on UniProtKB/Swiss-Prot keyword mapping,,,"Correct but too general. PedH specifically binds lanthanide ions (La3+, Ce3+, Pr3+, Nd3+, Sm3+) which are essential for activity. A more specific lanthanide binding term would be preferable if available.",ACCEPT,,,,
Q88JH0,pedH,NCBITaxon:160488,Pseudomonas putida KT2440,GO:0052934,alcohol dehydrogenase (cytochrome c) activity,,,IEA,,GO_REF:0000120,Combined Automated Annotation using Multiple IEA Methods.,,,Excellent and highly specific annotation. This perfectly describes PedH function - it is an alcohol dehydrogenase that uses cytochrome c (specifically cytochrome c550) as electron acceptor. This is the core molecular function annotation.,ACCEPT,,,,
Q88JH0,pedH,NCBITaxon:160488,Pseudomonas putida KT2440,GO:0070968,pyrroloquinoline quinone binding,,,IEA,,GO_REF:0000117,Electronic Gene Ontology annotations created by ARBA machine learning models,,,Perfect annotation. PedH absolutely requires PQQ as a cofactor (1:1 stoichiometry) for all catalytic activity. This is well-supported by crystal structure data showing specific PQQ binding sites. Core molecular function.,ACCEPT,,,,
